tipo;prov;mun;clase;refcat;uc;provine;provincia;mundgc;munine;municipio;entidad;codvia;tipovia;nombrevia;ndp;letra;ndp2;letra2;km;direccionne;anyoconstr;exactituda;superficie;longitudfa
13;46;019;UR;5511226YJ1451S;0001;46;VALENCIA;019;019;L'ALCUDIA;;00105;CL;SANTA ROSA;0001;;0000;;00000;;1979;E;0000000;00664
13;46;019;UR;5511226YJ1451S;0002;46;VALENCIA;019;019;L'ALCUDIA;;00105;CL;SANTA ROSA;0001;;0000;;00000;;1979;E;0000000;00664
13;46;019;UR;5511226YJ1451S;0003;46;VALENCIA;019;019;L'ALCUDIA;;00105;CL;SANTA ROSA;0001;;0000;;00000;;1996;E;0000000;00000
13;46;019;UR;5517907YJ1451N;0001;46;VALENCIA;019;019;L'ALCUDIA;;00070;CL;VERGE DOLORS;0008;;0000;;00000;;1943;E;0000000;00731
13;46;019;UR;5318519YJ1451N;0001;46;VALENCIA;019;019;L'ALCUDIA;;00052;CL;REYES CATOLICOS;0038;;0000;;00000;;1920;E;0000000;00499
13;46;019;UR;5318519YJ1451N;0002;46;VALENCIA;019;019;L'ALCUDIA;;00052;CL;REYES CATOLICOS;0038;;0000;;00000;;1920;E;0000000;00499
13;46;019;UR;5119307YJ1451G;0001;46;VALENCIA;019;019;L'ALCUDIA;;00088;CL;BENIMODO;0005;;0000;;00000;;1970;E;0000000;00000
13;46;019;UR;5119307YJ1451G;0002;46;VALENCIA;019;019;L'ALCUDIA;;00088;CL;BENIMODO;0005;;0000;;00000;;1970;E;0000000;00000
13;46;019;UR;5119307YJ1451G;0003;46;VALENCIA;019;019;L'ALCUDIA;;00088;CL;BENIMODO;0005;;0000;;00000;;1970;E;0000000;00000
13;46;019;UR;5119307YJ1451G;0004;46;VALENCIA;019;019;L'ALCUDIA;;00088;CL;BENIMODO;0005;;0000;;00000;;1994;E;0000000;00000
13;46;019;UR;5119304YJ1451N;0001;46;VALENCIA;019;019;L'ALCUDIA;;00043;CL;PINTOR SOROLLA;0047;;0000;;00000;;1960;E;0000000;00794
13;46;019;UR;5113311YJ1451S;0001;46;VALENCIA;019;019;L'ALCUDIA;;00137;CL;MTRE ENRIQUE GARCES;0024;;0000;;00000;;1956;E;0000000;00880
13;46;019;UR;5113311YJ1451S;0002;46;VALENCIA;019;019;L'ALCUDIA;;00137;CL;MTRE ENRIQUE GARCES;0024;;0000;;00000;;1956;E;0000000;00880
13;46;019;UR;5113311YJ1451S;0003;46;VALENCIA;019;019;L'ALCUDIA;;00137;CL;MTRE ENRIQUE GARCES;0024;;0000;;00000;;1956;E;0000000;00880
13;46;019;UR;5113311YJ1451S;0004;46;VALENCIA;019;019;L'ALCUDIA;;00137;CL;MTRE ENRIQUE GARCES;0024;;0000;;00000;;1956;E;0000000;00880
13;46;019;UR;5514502YJ1451S;0001;46;VALENCIA;019;019;L'ALCUDIA;;00150;AV;ANTONIO ALMELA;0118;D;0000;;00000;;2000;E;0000000;01425
13;46;019;UR;5514502YJ1451S;0002;46;VALENCIA;019;019;L'ALCUDIA;;00145;CL;BLASCO IBAÑEZ;0040;;0000;;00000;;2006;E;0000000;01415
13;46;019;UR;5514502YJ1451S;0003;46;VALENCIA;019;019;L'ALCUDIA;;00150;AV;ANTONIO ALMELA;0118;D;0000;;00000;;2006;E;0000000;01425
13;46;019;UR;5514502YJ1451S;0004;46;VALENCIA;019;019;L'ALCUDIA;;00150;AV;ANTONIO ALMELA;0118;D;0000;;00000;;2006;E;0000087;01425
13;46;019;UR;5514502YJ1451S;0005;46;VALENCIA;019;019;L'ALCUDIA;;00150;AV;ANTONIO ALMELA;0118;D;0000;;00000;;2006;E;0000311;01425
13;46;019;UR;5514502YJ1451S;0006;46;VALENCIA;019;019;L'ALCUDIA;;00145;CL;BLASCO IBAÑEZ;0040;;0000;;00000;;2006;E;0000201;01415
13;46;019;UR;5514502YJ1451S;0007;46;VALENCIA;019;019;L'ALCUDIA;;00150;AV;ANTONIO ALMELA;0040;;0000;;00000;;2006;E;0000016;01415
13;46;019;UR;5616827YJ1451N;0001;46;VALENCIA;019;019;L'ALCUDIA;;00044;CL;PINTOR VERGARA;0055;;0000;;00000;;2005;E;0000000;00858
13;46;019;UR;5317713YJ1451N;0001;46;VALENCIA;019;019;L'ALCUDIA;;00153;CL;MAJOR;0023;;0000;;00000;;1989;E;0000000;00853
13;46;019;UR;5315813YJ1451N;0001;46;VALENCIA;019;019;L'ALCUDIA;;00061;CL;SANT ROC;0006;;0000;;00000;;2006;E;0000086;00585
13;46;019;UR;5315813YJ1451N;0002;46;VALENCIA;019;019;L'ALCUDIA;;00061;CL;SANT ROC;0006;;0000;;00000;;2006;E;0000011;00585
13;46;019;UR;5516418YJ1451N;0001;46;VALENCIA;019;019;L'ALCUDIA;;00042;CL;PATRICIO BORONA;0037;;0000;;00000;;1912;E;0000000;00370
13;46;019;UR;5516418YJ1451N;0002;46;VALENCIA;019;019;L'ALCUDIA;;00042;CL;PATRICIO BORONA;0037;;0000;;00000;;1912;E;0000000;00370
13;46;019;UR;5515103YJ1451N;0001;46;VALENCIA;019;019;L'ALCUDIA;;00055;CL;SANT ANDREU;0014;;0000;;00000;;1923;E;0000000;01011
13;46;019;UR;5515103YJ1451N;0002;46;VALENCIA;019;019;L'ALCUDIA;;00055;CL;SANT ANDREU;0014;;0000;;00000;;1923;E;0000000;01011
13;46;019;UR;5515103YJ1451N;0003;46;VALENCIA;019;019;L'ALCUDIA;;00055;CL;SANT ANDREU;0014;;0000;;00000;;1923;E;0000000;01011
13;46;019;UR;5515103YJ1451N;0004;46;VALENCIA;019;019;L'ALCUDIA;;00055;CL;SANT ANDREU;0014;;0000;;00000;;1923;E;0000000;01011
13;46;019;UR;5515103YJ1451N;0005;46;VALENCIA;019;019;L'ALCUDIA;;00055;CL;SANT ANDREU;0014;;0000;;00000;;2004;C;0000000;01011
13;46;019;UR;5415915YJ1451N;0001;46;VALENCIA;019;019;L'ALCUDIA;;00058;CL;SANT FRANCESC;0015;;0000;;00000;;1940;E;0000000;00547
13;46;019;UR;5415914YJ1451N;0001;46;VALENCIA;019;019;L'ALCUDIA;;00058;CL;SANT FRANCESC;0017;;0000;;00000;;2005;C;0000000;00668
13;46;019;UR;5414201YJ1451S;0001;46;VALENCIA;019;019;L'ALCUDIA;;00044;CL;PINTOR VERGARA;0030;;0000;;00000;;1892;E;0000000;01294
13;46;019;UR;5414201YJ1451S;0002;46;VALENCIA;019;019;L'ALCUDIA;;00044;CL;PINTOR VERGARA;0030;;0000;;00000;;1892;E;0000000;01294
13;46;019;UR;5414201YJ1451S;0003;46;VALENCIA;019;019;L'ALCUDIA;;00044;CL;PINTOR VERGARA;0030;;0000;;00000;;1892;E;0000000;01294
13;46;019;UR;001530400YJ13G;0001;46;VALENCIA;019;019;L'ALCUDIA;;00226;PD;DISEMINADOS MONTORTAL;0016;;0000;;00000;;2004;E;0000000;00000
13;46;019;UR;001530400YJ13G;0002;46;VALENCIA;019;019;L'ALCUDIA;;00226;PD;DISEMINADOS MONTORTAL;0016;;0000;;00000;;2004;E;0000000;00000
13;46;019;UR;001040900YJ13G;0001;46;VALENCIA;019;019;L'ALCUDIA;;00226;PD;DISEMINADOS MONTORTAL;0012;;0000;;00000;;1998;E;0000000;01024
13;46;019;UR;001040800YJ13G;0001;46;VALENCIA;019;019;L'ALCUDIA;;00226;PD;DISEMINADOS MONTORTAL;0015;;0000;;00000;;1991;E;0000000;00000
13;46;019;UR;5925811YJ1452N;0001;46;VALENCIA;019;019;L'ALCUDIA;;00299;CL;OLOF PALME;0000;;0000;;00000;;2005;E;0000000;05065
13;46;019;UR;5927207YJ1452N;0001;46;VALENCIA;019;019;L'ALCUDIA;;00064;AV;COMTE SERRALLO;0000;;0000;;00000;SECTOR 8 D1;2005;E;0000000;02045
13;46;019;UR;5925804YJ1452N;0001;46;VALENCIA;019;019;L'ALCUDIA;;00171;CL;BOLLENE;0000;;0000;;00000;;2006;E;0000418;00000
13;46;019;UR;5925803YJ1452N;0001;46;VALENCIA;019;019;L'ALCUDIA;;00171;CL;BOLLENE;0037;;0000;;00000;SECTOR 8 C9;2006;E;0001681;03785
13;46;019;UR;6026308YJ1462N;0001;46;VALENCIA;019;019;L'ALCUDIA;;00171;CL;BOLLENE;0000;;0000;;00000;SECTOR 8 E9;2007;E;0000976;01765
13;46;019;UR;6026307YJ1462N;0001;46;VALENCIA;019;019;L'ALCUDIA;;00171;CL;BOLLENE;0000;;0000;;00000;SECTOR 8 E10;2007;E;0000977;02120
13;46;019;UR;6026304YJ1462N;0001;46;VALENCIA;019;019;L'ALCUDIA;;00171;CL;BOLLENE;0000;;0000;;00000;SECTOR 8 E13;2006;E;0000550;01225
13;46;019;UR;6026303YJ1462N;0001;46;VALENCIA;019;019;L'ALCUDIA;;00171;CL;BOLLENE;0000;;0000;;00000;SECTOR 8 E 14;2006;E;0001291;02875
13;46;019;UR;6026303YJ1462N;0002;46;VALENCIA;019;019;L'ALCUDIA;;00171;CL;BOLLENE;0000;;0000;;00000;SECTOR 8 E 14;2006;E;0000000;02875
13;46;019;UR;6026317YJ1462N;0001;46;VALENCIA;019;019;L'ALCUDIA;;00299;CL;OLOF PALME;0000;;0000;;00000;SECTOR 8 E1 Y E2;2007;E;0001960;03885
13;46;019;UR;5611901YJ1451S;0001;46;VALENCIA;019;019;L'ALCUDIA;;00081;CL;MIGUEL JARQUEX;0000;;0000;;00000;SECTOR 6 M. 01 P. 71;2006;E;0000000;02770
13;46;019;UR;5611901YJ1451S;0002;46;VALENCIA;019;019;L'ALCUDIA;;00081;CL;MIGUEL JARQUEX;0000;;0000;;00000;SECTOR 6 M. 01 P. 71;2006;E;0000000;02770
13;46;019;UR;5611901YJ1451S;0003;46;VALENCIA;019;019;L'ALCUDIA;;00081;CL;MIGUEL JARQUEX;0000;;0000;;00000;SECTOR 6 M. 01 P. 71;2006;E;0000000;02770
13;46;019;UR;5611901YJ1451S;0004;46;VALENCIA;019;019;L'ALCUDIA;;00081;CL;MIGUEL JARQUEX;0000;;0000;;00000;SECTOR 6 M. 01 P. 71;2006;E;0000539;02770
13;46;019;UR;5814509YJ1451S;0001;46;VALENCIA;019;019;L'ALCUDIA;;00100;CL;FRAY J SERRA;0005;;0000;;00000;SECTOR 4 M. 02 P. 242B;2007;E;0000067;00750
13;46;019;UR;5814509YJ1451S;0002;46;VALENCIA;019;019;L'ALCUDIA;;00100;CL;FRAY J SERRA;0005;;0000;;00000;SECTOR 4 M. 02 P. 242B;2007;E;0000018;00750
13;46;019;UR;5011409YJ1451S;0001;46;VALENCIA;019;019;L'ALCUDIA;;00033;CL;MESTRE SERRANO;0001;B;0000;;00000;;2006;E;0000168;00680
13;46;019;UR;5928401YJ1452N;0001;46;VALENCIA;019;019;L'ALCUDIA;;00064;AV;COMTE SERRALLO;0083;;0000;;00000;;1974;E;0000000;05200
13;46;019;UR;5928401YJ1452N;0002;46;VALENCIA;019;019;L'ALCUDIA;;00064;AV;COMTE SERRALLO;0083;;0000;;00000;;1974;E;0000000;05200
13;46;019;UR;5928401YJ1452N;0003;46;VALENCIA;019;019;L'ALCUDIA;;00064;AV;COMTE SERRALLO;0083;;0000;;00000;;2002;E;0000000;00000
13;46;019;UR;5928401YJ1452N;0004;46;VALENCIA;019;019;L'ALCUDIA;;00064;AV;COMTE SERRALLO;0083;;0000;;00000;;2002;E;0000000;00000
13;46;019;UR;5526117YJ1452N;0001;46;VALENCIA;019;019;L'ALCUDIA;;00254;LG;SECTOR 5;0000;;0000;;00000;;2005;E;0001430;02985
13;46;019;UR;5427113YJ1452N;0001;46;VALENCIA;019;019;L'ALCUDIA;;00235;CL;FCO TOMAS Y VALIENTE;0000;;0000;;00000;REP SECTOR 5 P-B 10-1;2002;E;0000000;01500
13;46;019;UR;5427112YJ1452N;0001;46;VALENCIA;019;019;L'ALCUDIA;;00167;CL;RIU MAGRE;0000;;0000;;00000;REP SECTOR 5 P-B 10-1;1998;E;0000000;05890
13;46;019;UR;5427112YJ1452N;0002;46;VALENCIA;019;019;L'ALCUDIA;;00167;CL;RIU MAGRE;0000;;0000;;00000;REP SECTOR 5 P-B 10-1;1998;E;0000000;05890
13;46;019;UR;5427111YJ1452N;0001;46;VALENCIA;019;019;L'ALCUDIA;;00170;CL;FEDERICO GARCIA LORCA;0000;;0000;;00000;REP SECTOR 5 P-B 10-1;1998;E;0000000;01500
13;46;019;UR;5427111YJ1452N;0002;46;VALENCIA;019;019;L'ALCUDIA;;00170;CL;FEDERICO GARCIA LORCA;0000;;0000;;00000;REP SECTOR 5 P-B 10-1;1998;E;0000000;01500
13;46;019;UR;5427103YJ1452N;0001;46;VALENCIA;019;019;L'ALCUDIA;;00170;CL;FEDERICO GARCIA LORCA;0000;;0000;;00000;REP SECTOR 5 P-B 10-1;2002;E;0000000;02495
13;46;019;UR;5427102YJ1452N;0001;46;VALENCIA;019;019;L'ALCUDIA;;00170;CL;FEDERICO GARCIA LORCA;0000;;0000;;00000;REP SECTOR 5 P-B 10-1;2002;E;0000000;02495
13;46;019;UR;5526215YJ1452N;0001;46;VALENCIA;019;019;L'ALCUDIA;;00254;LG;SECTOR 5;0000;;0000;;00000;;2004;E;0000558;01307
13;46;019;UR;5526121YJ1452N;0001;46;VALENCIA;019;019;L'ALCUDIA;;00254;LG;SECTOR 5;0000;;0000;;00000;;2005;E;0000392;00000
13;46;019;UR;5526120YJ1452N;0001;46;VALENCIA;019;019;L'ALCUDIA;;00254;LG;SECTOR 5;0000;;0000;;00000;;2005;E;0000392;00000
13;46;019;UR;5627115YJ1452N;0001;46;VALENCIA;019;019;L'ALCUDIA;;00254;LG;SECTOR 5;0010;E;0000;;00000;SECTOR 5 PARC E-12;2002;E;0000666;01693
13;46;019;UR;5627115YJ1452N;0002;46;VALENCIA;019;019;L'ALCUDIA;;00254;LG;SECTOR 5;0010;E;0000;;00000;SECTOR 5 PARC E-10;2006;E;0000049;01693
13;46;019;UR;5627114YJ1452N;0001;46;VALENCIA;019;019;L'ALCUDIA;;00254;LG;SECTOR 5;0011;E;0000;;00000;SECTOR 5 PARC E-12;2002;E;0000000;01680
13;46;019;UR;5627113YJ1452N;0001;46;VALENCIA;019;019;L'ALCUDIA;;00254;LG;SECTOR 5;0012;E;0000;;00000;SECTOR 5 PARC E-12;2002;E;0000000;01682
13;46;019;UR;5627112YJ1452N;0001;46;VALENCIA;019;019;L'ALCUDIA;;00254;LG;SECTOR 5;0013;E;0000;;00000;SECTOR 5 PARC E-13;2002;E;0000000;01682
13;46;019;UR;5526213YJ1452N;0001;46;VALENCIA;019;019;L'ALCUDIA;;00254;LG;SECTOR 5;0024;1;0000;;00000;;2003;E;0000000;00000
13;46;019;UR;5526213YJ1452N;0002;46;VALENCIA;019;019;L'ALCUDIA;;00254;LG;SECTOR 5;0024;1;0000;;00000;;2003;E;0000000;00000
13;46;019;UR;5627111YJ1452N;0001;46;VALENCIA;019;019;L'ALCUDIA;;00254;LG;SECTOR 5;0014;E;0000;;00000;SECTOR 5 PARC E-14;2002;E;0000000;01499
13;46;019;UR;5627110YJ1452N;0001;46;VALENCIA;019;019;L'ALCUDIA;;00254;LG;SECTOR 5;0015;E;0000;;00000;SECTOR 5 PARC E-15;2002;E;0000000;01497
13;46;019;UR;5627109YJ1452N;0001;46;VALENCIA;019;019;L'ALCUDIA;;00254;LG;SECTOR 5;0016;E;0000;;00000;SECTOR 5 PARC E-16;2002;E;0000000;02402
13;46;019;UR;5627105YJ1452N;0001;46;VALENCIA;019;019;L'ALCUDIA;;00254;LG;SECTOR 5;0000;;0000;;00000;REP SECTOR 5 P-E25;2007;E;0000716;03385
13;46;019;UR;5627101YJ1452N;0001;46;VALENCIA;019;019;L'ALCUDIA;;00254;LG;SECTOR 5;0017;E;0000;;00000;SECTOR 5 P PARC E-17;2002;E;0000000;01417
13;46;019;UR;5526208YJ1452N;0001;46;VALENCIA;019;019;L'ALCUDIA;;00254;LG;SECTOR 5;0000;;0000;;00000;REP SECTOR 5 P D 18;2003;E;0001098;03070
13;46;019;UR;5526208YJ1452N;0002;46;VALENCIA;019;019;L'ALCUDIA;;00254;LG;SECTOR 5;0000;;0000;;00000;REP SECTOR 5 P D 18;2003;E;0000100;03070
13;46;019;UR;5526203YJ1452N;0001;46;VALENCIA;019;019;L'ALCUDIA;;00254;LG;SECTOR 5;0024;;0000;;00000;REP SECTOR 5 P-D 23;2004;E;0000720;01885
13;46;019;UR;5526110YJ1452N;0001;46;VALENCIA;019;019;L'ALCUDIA;;00254;LG;SECTOR 5;0000;;0000;;00000;;2005;E;0000789;00000
13;46;019;UR;5526106YJ1452N;0001;46;VALENCIA;019;019;L'ALCUDIA;;00254;LG;SECTOR 5;0000;;0000;;00000;REP SECTOR 5 P-A6;2004;E;0000000;02500
13;46;019;UR;5526102YJ1452N;0001;46;VALENCIA;019;019;L'ALCUDIA;;00254;LG;SECTOR 5;0000;;0000;;00000;REP SECTOR 5 P-A9;2003;E;0000000;02717
13;46;019;UR;5427204YJ1452N;0001;46;VALENCIA;019;019;L'ALCUDIA;;00254;LG;SECTOR 5;0000;;0000;;00000;REP SECTOR 5 P-B 10-1;2005;E;0000000;02700
13;46;019;UR;5427101YJ1452N;0001;46;VALENCIA;019;019;L'ALCUDIA;;00235;CL;FCO TOMAS Y VALIENTE;0000;;0000;;00000;REP SECTOR 5 P-B 10-1;2002;E;0000000;02495
13;46;019;UR;5627203YJ1452N;0001;46;VALENCIA;019;019;L'ALCUDIA;;00254;LG;SECTOR 5;0000;;0000;;00000;REP SECTOR 5 P-F 28;2003;E;0000946;02580
13;46;019;UR;5627203YJ1452N;0002;46;VALENCIA;019;019;L'ALCUDIA;;00254;LG;SECTOR 5;0000;;0000;;00000;REP SECTOR 5 P-F 28;2003;E;0000160;02580
13;46;019;UR;5526116YJ1452N;0001;46;VALENCIA;019;019;L'ALCUDIA;;00254;LG;SECTOR 5;0000;;0000;;00000;;2004;E;0000431;01620
13;46;019;UR;5526116YJ1452N;0002;46;VALENCIA;019;019;L'ALCUDIA;;00254;LG;SECTOR 5;0000;;0000;;00000;;2004;E;0000000;01620
13;46;019;UR;5727617YJ1452N;0001;46;VALENCIA;019;019;L'ALCUDIA;;00237;CL;ISMAEL TOMAS ALACREU;0000;;0000;;00000;NORESTE 1 PARC 10;2004;E;0000000;00000
13;46;019;UR;5727601YJ1452N;0001;46;VALENCIA;019;019;L'ALCUDIA;;00237;CL;ISMAEL TOMAS ALACREU;0036;;0000;;00000;NORESTE 1 PAR 8;2007;E;0000551;02020
13;46;019;UR;5407113YJ1450N;0001;46;VALENCIA;019;019;L'ALCUDIA;;00253;LG;SECTOR 2;0000;;0000;;00000;;2005;E;0000000;03370
13;46;019;UR;5105410YJ1450N;0001;46;VALENCIA;019;019;L'ALCUDIA;;00223;CM;MAS;0007;;0000;;00000;;2005;E;0001640;00000
13;46;019;UR;5209710YJ1450N;0001;46;VALENCIA;019;019;L'ALCUDIA;;00217;AV;MONTORTAL;0006;D;0000;;00000;;2006;E;0001000;02140
13;46;019;UR;5509105YJ1450N;0001;46;VALENCIA;019;019;L'ALCUDIA;;00068;CM;VELL D'ALCIRA;0000;;0000;;00000;REP SECTOR 2 I 04;2003;E;0000000;00000
13;46;019;UR;5407110YJ1450N;0001;46;VALENCIA;019;019;L'ALCUDIA;;00253;LG;SECTOR 2;0000;;0000;;00000;REP SECTOR 2 H 211;2003;E;0000000;01600
13;46;019;UR;5407110YJ1450N;0002;46;VALENCIA;019;019;L'ALCUDIA;;00253;LG;SECTOR 2;0000;;0000;;00000;REP SECTOR 2 H 211;2003;E;0000000;01600
13;46;019;UR;5206120YJ1450N;0001;46;VALENCIA;019;019;L'ALCUDIA;;00072;AV;PABLO IGLESIAS POSSE;0000;;0000;;00000;;2006;E;0000508;00000
13;46;019;UR;5206119YJ1450N;0001;46;VALENCIA;019;019;L'ALCUDIA;;00253;LG;SECTOR 2;0000;;0000;;00000;REP SECTOR 2 H 108;2004;E;0000000;04020
13;46;019;UR;5206105YJ1450N;0001;46;VALENCIA;019;019;L'ALCUDIA;;00072;AV;PABLO IGLESIAS POSSE;0001;;0000;;00000;REP SECTOR 2 H 113;2006;E;0000221;02915
13;46;019;UR;5206105YJ1450N;0002;46;VALENCIA;019;019;L'ALCUDIA;;00072;AV;PABLO IGLESIAS POSSE;0001;;0000;;00000;REP SECTOR 2 H 113;2006;E;0000186;02915
13;46;019;UR;5206104YJ1450N;0001;46;VALENCIA;019;019;L'ALCUDIA;;00253;LG;SECTOR 2;0000;;0000;;00000;REP SECTOR 2 H 112;2004;E;0000000;01370
13;46;019;UR;5509112YJ1450N;0001;46;VALENCIA;019;019;L'ALCUDIA;;00068;CM;VELL D'ALCIRA;0000;;0000;;00000;;2003;E;0000000;00000
13;46;019;UR;5509112YJ1450N;0002;46;VALENCIA;019;019;L'ALCUDIA;;00068;CM;VELL D'ALCIRA;0000;;0000;;00000;;2003;E;0000000;00000
13;46;019;UR;5206121YJ1450N;0001;46;VALENCIA;019;019;L'ALCUDIA;;00253;LG;SECTOR 2;0000;;0000;;00000;;2004;E;0000000;02221
13;46;019;UR;5207203YJ1450N;0001;46;VALENCIA;019;019;L'ALCUDIA;;00217;AV;MONTORTAL;0004;D;0000;;00000;SECTOR 2 PARC D 04;2003;E;0000541;01835
13;46;019;UR;5207203YJ1450N;0002;46;VALENCIA;019;019;L'ALCUDIA;;00217;AV;MONTORTAL;0004;D;0000;;00000;SECTOR 2 PARC D 04;2003;E;0000018;01835
13;46;019;UR;5105404YJ1450N;0001;46;VALENCIA;019;019;L'ALCUDIA;;00223;CM;MAS;0007;D;0000;;00000;;1999;E;0001192;00000
13;46;019;UR;5105404YJ1450N;0002;46;VALENCIA;019;019;L'ALCUDIA;;00223;CM;MAS;0007;D;0000;;00000;;1999;E;0000111;00000
13;46;019;UR;5105404YJ1450N;0003;46;VALENCIA;019;019;L'ALCUDIA;;00223;CM;MAS;0007;D;0000;;00000;;1999;E;0000000;00000
13;46;019;UR;6022909YJ1462S;0001;46;VALENCIA;019;019;L'ALCUDIA;;00163;UR;ISMAEL TOMAS 1;0003;;0000;;00000;;1979;E;0000000;00000
13;46;019;UR;6022909YJ1462S;0002;46;VALENCIA;019;019;L'ALCUDIA;;00163;UR;ISMAEL TOMAS 1;0003;;0000;;00000;;1979;E;0000000;00000
13;46;019;UR;6022909YJ1462S;0003;46;VALENCIA;019;019;L'ALCUDIA;;00163;UR;ISMAEL TOMAS 1;0003;;0000;;00000;;2002;E;0000000;00000
13;46;019;UR;5919116YJ1451N;0001;46;VALENCIA;019;019;L'ALCUDIA;;00220;CL;COSTERA;0008;;0000;;00000;;2006;E;0000097;00725
13;46;019;UR;5919116YJ1451N;0002;46;VALENCIA;019;019;L'ALCUDIA;;00220;CL;COSTERA;0008;;0000;;00000;;2006;E;0000031;00725
13;46;019;UR;5919115YJ1451N;0001;46;VALENCIA;019;019;L'ALCUDIA;;00175;CL;ALGEMESI;0013;A;0000;;00000;;2006;E;0000065;00750
13;46;019;UR;5919115YJ1451N;0002;46;VALENCIA;019;019;L'ALCUDIA;;00175;CL;ALGEMESI;0013;A;0000;;00000;;2006;E;0000008;00750
13;46;019;UR;5919109YJ1451N;0001;46;VALENCIA;019;019;L'ALCUDIA;;00174;CL;ILLES BALEARS;0004;;0000;;00000;;2003;E;0000000;01875
13;46;019;UR;5919109YJ1451N;0002;46;VALENCIA;019;019;L'ALCUDIA;;00174;CL;ILLES BALEARS;0004;;0000;;00000;;2003;E;0000000;01875
13;46;019;UR;5919112YJ1451N;0001;46;VALENCIA;019;019;L'ALCUDIA;;00175;CL;ALGEMESI;0013;;0000;;00000;;2005;E;0000000;00000
13;46;019;UR;5919112YJ1451N;0002;46;VALENCIA;019;019;L'ALCUDIA;;00175;CL;ALGEMESI;0013;;0000;;00000;;2005;E;0000000;00000
13;46;019;UR;5919108YJ1451N;0001;46;VALENCIA;019;019;L'ALCUDIA;;00175;CL;ALGEMESI;0015;;0000;;00000;;2004;E;0000000;00000
13;46;019;UR;5919108YJ1451N;0002;46;VALENCIA;019;019;L'ALCUDIA;;00175;CL;ALGEMESI;0015;;0000;;00000;;2004;E;0000000;00000
13;46;019;UR;5919107YJ1451N;0001;46;VALENCIA;019;019;L'ALCUDIA;;00220;CL;COSTERA;0006;;0000;;00000;;2006;E;0000097;00725
13;46;019;UR;5919107YJ1451N;0002;46;VALENCIA;019;019;L'ALCUDIA;;00220;CL;COSTERA;0006;;0000;;00000;;2006;E;0000031;00725
13;46;019;UR;5522701YJ1452S;0001;46;VALENCIA;019;019;L'ALCUDIA;;00275;CL;VICENT VENTURA;0009;;0000;;00000;UE1 PARC 03;2004;E;0000000;04750
13;46;019;UR;5522701YJ1452S;0002;46;VALENCIA;019;019;L'ALCUDIA;;00275;CL;VICENT VENTURA;0009;;0000;;00000;UE1 PARC 03;2004;E;0000000;04750
13;46;019;UR;5522301YJ1452S;0001;46;VALENCIA;019;019;L'ALCUDIA;;00252;LG;U.E. 1;0029;;0000;;00000;;2004;E;0000000;00000
13;46;019;UR;5522301YJ1452S;0002;46;VALENCIA;019;019;L'ALCUDIA;;00252;LG;U.E. 1;0029;;0000;;00000;;2004;E;0000000;00000
13;46;019;UR;5522101YJ1452S;0001;46;VALENCIA;019;019;L'ALCUDIA;;00278;CL;J BRU I VIDAL;0001;;0000;;00000;UE1 PARC 03;2004;E;0000000;04750
13;46;019;UR;5522101YJ1452S;0002;46;VALENCIA;019;019;L'ALCUDIA;;00278;CL;J BRU I VIDAL;0001;;0000;;00000;UE1 PARC 03;2004;E;0000000;04750
13;46;019;UR;5521102YJ1452S;0001;46;VALENCIA;019;019;L'ALCUDIA;;00252;LG;U.E. 1;0004;B;0000;;00000;UE1 PARC 04 B;2007;E;0000084;03680
13;46;019;UR;5521102YJ1452S;0002;46;VALENCIA;019;019;L'ALCUDIA;;00252;LG;U.E. 1;0004;B;0000;;00000;UE1 PARC 04 B;2007;E;0000319;03680
13;46;019;UR;5521101YJ1452S;0001;46;VALENCIA;019;019;L'ALCUDIA;;00252;LG;U.E. 1;0004;A;0000;;00000;UE1 PARC 04 A;2007;E;0000098;04290
13;46;019;UR;5521101YJ1452S;0002;46;VALENCIA;019;019;L'ALCUDIA;;00252;LG;U.E. 1;0004;A;0000;;00000;UE1 PARC 04 A;2007;E;0000372;04290
13;46;019;UR;5422701YJ1452S;0001;46;VALENCIA;019;019;L'ALCUDIA;;00252;LG;U.E. 1;0002;;0000;;00000;CIUDAD JARDIN EL SERRALLO;2007;E;0000112;04880
13;46;019;UR;5422701YJ1452S;0002;46;VALENCIA;019;019;L'ALCUDIA;;00252;LG;U.E. 1;0002;;0000;;00000;CIUDAD JARDIN EL SERRALLO;2007;E;0000424;04880
13;46;019;UR;5322315YJ1452S;0001;46;VALENCIA;019;019;L'ALCUDIA;;00133;CL;GERMANIES;0062;;0000;;00000;;2003;E;0000000;02362
13;46;019;UR;5322315YJ1452S;0002;46;VALENCIA;019;019;L'ALCUDIA;;00133;CL;GERMANIES;0062;;0000;;00000;;2003;E;0000000;02362
13;46;019;UR;5322315YJ1452S;0003;46;VALENCIA;019;019;L'ALCUDIA;;00133;CL;GERMANIES;0062;;0000;;00000;;2003;E;0000000;02362
13;46;019;UR;5322315YJ1452S;0004;46;VALENCIA;019;019;L'ALCUDIA;;00133;CL;GERMANIES;0062;;0000;;00000;;2003;E;0000000;02362
13;46;019;UR;5322315YJ1452S;0005;46;VALENCIA;019;019;L'ALCUDIA;;00133;CL;GERMANIES;0062;;0000;;00000;;2003;E;0000000;02362
