tipo;prov;mun;refcat;orden;cargo;uc;bloque;escalera;planta;puerta;destino;tipo_refor;anyo_refor;anyo_ant;local_interior;sup_total;sup_porche_terraza;sup_otras_plantas;tipologia;modo_reparto
14;46;019;5717201YJ1451N;0003;0002;0003;;1;00;02;AAL;;0000;1970;N;0000029;0000000;0000000;01135;
14;46;019;5717201YJ1451N;0016;0015;0004;;1;00;03;V;;0000;1970;N;0000098;0000000;0000000;01125;
14;46;019;5717201YJ1451N;0017;0016;0004;;1;00;04;V;;0000;1970;N;0000092;0000000;0000000;01125;
14;46;019;5716907YJ1451N;0001;0001;0001;;1;00;01;AAL;;0000;1985;N;0000100;0000000;0000000;01235;
14;46;019;5716907YJ1451N;0002;0001;0001;;1;01;01;AAL;;0000;1985;N;0000109;0000000;0000000;01235;
14;46;019;5716907YJ1451N;0003;0001;0001;;1;02;02;AAL;;0000;1985;N;0000109;0000000;0000000;01235;
14;46;019;5716907YJ1451N;0004;0001;0001;;1;03;03;AAL;;0000;1985;N;0000109;0000000;0000000;01235;
14;46;019;5716904YJ1451N;0001;0001;0001;;1;00;01;GR1;;0000;1969;N;0000148;0000000;0000000;07224;
14;46;019;5716904YJ1451N;0002;0001;0002;;1;00;02;AAL;;0000;1969;N;0000013;0000000;0000000;01234;
14;46;019;5716904YJ1451N;0003;0001;0003;;1;00;03;V;;0000;1969;N;0000018;0000000;0000000;01224;
14;46;019;5716904YJ1451N;0004;0001;0004;;1;01;01;GR1;;0000;2001;N;0000190;0000000;0000000;07214;
14;46;019;5716904YJ1451N;0005;0001;0005;;1;01;02;V;;0000;1997;N;0000010;0000000;0000000;01224;
14;46;019;5716904YJ1451N;0006;0001;0005;;1;02;01;V;;0000;1997;N;0000198;0000000;0000000;01224;
14;46;019;5716904YJ1451N;0007;0001;0006;;1;03;01;AAL;;0000;2001;N;0000163;0000000;0000000;01234;
14;46;019;5716904YJ1451N;0008;0001;0007;;1;03;02;V;;0000;2001;N;0000010;0000000;0000000;01224;
14;46;019;5716602YJ1451H;0001;0001;0001;;;00;01;I;;0000;1988;N;0000059;0000000;0000000;04114;
14;46;019;5716602YJ1451H;0002;0002;0002;;;01;01;V;;0000;1988;N;0000092;0000000;0000000;01124;
14;46;019;5716602YJ1451H;0003;0003;0002;;;02;01;V;;0000;1988;N;0000092;0000000;0000000;01124;
14;46;019;5716602YJ1451H;0004;0004;0002;;;03;01;V;;0000;1988;N;0000092;0000000;0000000;01124;
14;46;019;5716602YJ1451H;0005;0005;0002;;;04;01;V;;0000;1988;N;0000092;0000000;0000000;01124;
14;46;019;5715613YJ1451N;0001;0002;0001;;1;01;01;V;;0000;1966;N;0000074;0000000;0000000;01225;
14;46;019;5715613YJ1451N;0002;0002;0001;;1;00;01;V;;0000;1966;N;0000005;0000000;0000000;01225;
14;46;019;5715613YJ1451N;0003;0001;0002;;1;00;BJ;GR1;;0000;1966;N;0000101;0000000;0000000;07228;
14;46;019;5715613YJ1451N;0004;0001;0003;;1;00;BJ;AAL;;0000;1966;N;0000012;0000000;0000000;01235;
14;46;019;5715612YJ1451N;0001;0001;0001;;1;01;01;V;E;1976;1971;N;0000126;0000000;0000000;01225;
14;46;019;5715612YJ1451N;0002;0001;0001;;1;00;01;V;R;1997;1997;N;0000099;0000000;0000000;01224;
14;46;019;5715612YJ1451N;0003;0001;0002;;1;00;02;AAL;E;1976;1971;N;0000023;0000000;0000000;01236;
14;46;019;5715611YJ1451N;0001;0001;0001;;1;01;01;V;;0000;1966;N;0000114;0000000;0000000;01225;
14;46;019;5715611YJ1451N;0002;0001;0001;;1;00;BJ;V;;0000;1966;N;0000005;0000000;0000000;01225;
14;46;019;5715611YJ1451N;0003;0001;0002;;1;00;BJ;AAL;;0000;1966;N;0000122;0000000;0000000;01235;
14;46;019;5714608YJ1451S;0001;0001;0001;;1;00;01;AAL;;0000;1974;N;0000036;0000000;0000000;01135;
14;46;019;5714608YJ1451S;0002;0002;0002;;1;01;02;V;;0000;1974;N;0000036;0000000;0000000;01126;
14;46;019;5714608YJ1451S;0003;0003;0002;;1;02;03;V;;0000;1974;N;0000036;0000000;0000000;01126;
14;46;019;5714608YJ1451S;0004;0004;0002;;1;03;04;V;;0000;1974;N;0000036;0000000;0000000;01126;
14;46;019;5714607YJ1451S;0001;0001;0001;;1;00;01;V;;0000;1974;N;0000084;0000000;0000000;01126;
14;46;019;5714607YJ1451S;0002;0002;0001;;1;00;02;V;;0000;1974;N;0000084;0000000;0000000;01126;
14;46;019;5714607YJ1451S;0003;0003;0001;;1;01;03;V;;0000;1974;N;0000092;0000000;0000000;01126;
14;46;019;5714607YJ1451S;0004;0004;0001;;1;01;04;V;;0000;1974;N;0000092;0000000;0000000;01126;
14;46;019;5714607YJ1451S;0005;0005;0001;;1;02;05;V;;0000;1974;N;0000092;0000000;0000000;01126;
14;46;019;5714607YJ1451S;0006;0006;0001;;1;02;06;V;;0000;1974;N;0000092;0000000;0000000;01126;
14;46;019;5714607YJ1451S;0007;0007;0001;;1;03;07;V;;0000;1974;N;0000092;0000000;0000000;01126;
14;46;019;5714607YJ1451S;0008;0008;0001;;1;03;08;V;;0000;1974;N;0000092;0000000;0000000;01126;
14;46;019;5714607YJ1451S;0009;0009;0001;;1;00;01;V;;0000;1974;N;0000084;0000000;0000000;01126;
14;46;019;5714607YJ1451S;0010;0010;0001;;1;00;02;V;;0000;1974;N;0000084;0000000;0000000;01126;
14;46;019;5714607YJ1451S;0011;0011;0001;;1;01;03;V;;0000;1974;N;0000092;0000000;0000000;01126;
14;46;019;5714607YJ1451S;0012;0012;0001;;1;01;04;V;;0000;1974;N;0000092;0000000;0000000;01126;
14;46;019;5714607YJ1451S;0013;0013;0001;;1;02;05;V;;0000;1974;N;0000092;0000000;0000000;01126;
14;46;019;5714607YJ1451S;0014;0014;0001;;1;02;06;V;;0000;1974;N;0000092;0000000;0000000;01126;
14;46;019;5714607YJ1451S;0015;0015;0001;;1;03;07;V;;0000;1974;N;0000092;0000000;0000000;01126;
14;46;019;5714607YJ1451S;0016;0016;0001;;1;03;08;V;;0000;1974;N;0000092;0000000;0000000;01126;
14;46;019;5714603YJ1451S;0001;0001;0001;;1;00;01;AAL;;0000;1977;N;0000135;0000000;0000000;01235;
14;46;019;5714602YJ1451S;0001;0001;0001;;1;01;01;V;;0000;1978;N;0000114;0000000;0000000;01225;
14;46;019;5714602YJ1451S;0003;0001;0001;;1;00;BJ;V;;0000;1978;N;0000016;0000000;0000000;01225;
14;46;019;5714602YJ1451S;0002;0001;0002;;1;02;02;AAL;;0000;1978;N;0000028;0000000;0000000;01235;
14;46;019;5714602YJ1451S;0004;0001;0002;;1;00;BJ;AAL;;0000;1978;N;0000100;0000000;0000000;01235;
14;46;019;5713613YJ1451S;0001;0001;0001;;1;00;01;AAL;;0000;1999;N;0000152;0000000;0000000;01234;
14;46;019;5713613YJ1451S;0003;0001;0001;;1;01;01;AAL;;0000;1999;N;0000132;0000000;0000000;01234;
14;46;019;5713613YJ1451S;0005;0001;0001;;1;02;01;AAL;;0000;1999;N;0000132;0000000;0000000;01234;
14;46;019;5713613YJ1451S;0002;0001;0002;;1;00;02;V;;0000;1999;N;0000023;0000000;0000000;01224;
14;46;019;5713613YJ1451S;0004;0001;0002;;1;01;02;V;;0000;1999;N;0000010;0000000;0000000;01224;
14;46;019;5713613YJ1451S;0006;0001;0002;;1;02;02;V;;0000;1999;N;0000010;0000000;0000000;01224;
14;46;019;5713612YJ1451S;0001;0001;0001;;1;00;01;AAL;;0000;1999;N;0000191;0000000;0000000;01234;
14;46;019;5713612YJ1451S;0003;0001;0001;;1;01;01;AAL;;0000;1999;N;0000102;0000000;0000000;01234;
14;46;019;5713612YJ1451S;0002;0001;0002;;1;00;02;V;;0000;1999;N;0000046;0000000;0000000;01224;
14;46;019;5713612YJ1451S;0004;0001;0002;;1;01;02;V;;0000;1999;N;0000145;0000000;0000000;01224;
14;46;019;5713612YJ1451S;0005;0001;0002;;1;02;01;V;;0000;1999;N;0000025;0000000;0000000;01224;
14;46;019;5713609YJ1451S;0001;0001;0001;;1;00;01;AAL;;0000;1981;N;0000170;0000000;0000000;01235;
14;46;019;5713609YJ1451S;0002;0001;0002;;1;00;02;V;;0000;1998;N;0000022;0000000;0000000;01124;
14;46;019;5713609YJ1451S;0003;0001;0002;;1;01;01;V;;0000;1998;N;0000146;0000000;0000000;01124;
14;46;019;5713609YJ1451S;0004;0001;0003;;1;02;01;V;;0000;1999;N;0000146;0000000;0000000;01124;
14;46;019;5713609YJ1451S;0005;0001;0003;;1;03;01;V;;0000;1999;N;0000010;0000000;0000000;01124;
14;46;019;5713607YJ1451S;0001;0001;0001;;1;01;01;V;;0000;1980;N;0000110;0000000;0000000;01225;
14;46;019;5713607YJ1451S;0003;0001;0001;;1;00;BJ;V;;0000;1980;N;0000018;0000000;0000000;01225;
14;46;019;5713607YJ1451S;0002;0001;0002;;1;02;02;AAL;;0000;1980;N;0000018;0000000;0000000;01235;
14;46;019;5713607YJ1451S;0004;0001;0002;;1;00;BJ;AAL;;0000;1980;N;0000099;0000000;0000000;01235;
14;46;019;5713606YJ1451S;0001;0001;0001;;1;00;01;V;;0000;1980;N;0000114;0000000;0000000;01225;
14;46;019;5713606YJ1451S;0002;0001;0001;;1;01;01;V;;0000;1980;N;0000109;0000000;0000000;01225;
14;46;019;5713606YJ1451S;0003;0001;0002;;1;02;02;AAL;;0000;1980;N;0000008;0000000;0000000;01235;
14;46;019;5713605YJ1451S;0001;0001;0001;;1;00;01;AAL;;0000;1973;N;0000092;0000000;0000000;01235;
14;46;019;5713605YJ1451S;0002;0001;0001;;1;00;BJ;AAL;;0000;1973;N;0000011;0000000;0000000;01235;
14;46;019;5713605YJ1451S;0003;0001;0001;;1;01;01;AAL;;0000;1973;N;0000097;0000000;0000000;01235;
14;46;019;5713604YJ1451S;0001;0001;0001;;1;00;01;V;;0000;1972;N;0000079;0000000;0000000;01225;
14;46;019;5713604YJ1451S;0002;0001;0002;;1;00;BJ;AAL;;0000;1972;N;0000030;0000000;0000000;01235;
14;46;019;5713604YJ1451S;0003;0001;0002;;1;00;BJ;AAL;;0000;1972;N;0000011;0000000;0000000;01235;
14;46;019;5713308YJ1451S;0001;;0001;;C;OM;UN;V;;0000;1971;N;0000034;0000000;0000000;01125;AL3
14;46;019;5713308YJ1451S;0002;0001;0002;;1;00;01;V;O;1980;1977;N;0000034;0000000;0000000;01126;
14;46;019;5713308YJ1451S;0004;0002;0002;;1;01;01;V;;0000;1971;N;0000069;0000000;0000000;01126;
14;46;019;5713308YJ1451S;0005;0003;0002;;1;02;02;V;;0000;1971;N;0000069;0000000;0000000;01126;
14;46;019;5713308YJ1451S;0003;0001;0003;;1;00;BJ;AAL;O;1980;1977;N;0000031;0000000;0000000;01135;
14;46;019;5713307YJ1451S;0001;0001;0001;;1;00;01;AAL;;0000;1971;N;0000106;0000000;0000000;02135;
14;46;019;5713307YJ1451S;0002;0001;0002;;1;01;01;AAL;;0000;1992;N;0000111;0000000;0000000;02135;
14;46;019;5713306YJ1451S;0001;0001;0001;;1;00;01;AAL;;0000;1971;N;0000085;0000000;0000000;01234;
14;46;019;5713306YJ1451S;0002;0001;0002;;1;00;02;V;;0000;1997;N;0000023;0000000;0000000;01224;
14;46;019;5713306YJ1451S;0003;0001;0002;;1;01;01;V;;0000;1997;N;0000103;0000000;0000000;01224;
14;46;019;5713306YJ1451S;0004;0001;0002;;1;02;01;V;;0000;1997;N;0000014;0000000;0000000;01224;
14;46;019;5713305YJ1451S;0001;0001;0001;;1;00;01;AAL;;0000;2001;N;0000134;0000000;0000000;01234;
14;46;019;5713305YJ1451S;0003;0003;0001;;1;02;01;AAL;;0000;2001;N;0000117;0000000;0000000;01234;
14;46;019;5713305YJ1451S;0002;0002;0002;;1;01;01;V;;0000;2001;N;0000117;0000000;0000000;01124;
14;46;019;5713305YJ1451S;0004;;0002;;C;OM;UN;V;;0000;2001;N;0000045;0000000;0000000;01124;AC1
14;46;019;5713304YJ1451S;0001;;0001;;C;OM;UN;V;;0000;1980;N;0000026;0000000;0000000;01125;AL3
14;46;019;5713304YJ1451S;0002;0001;0002;;1;00;01;AAL;;0000;1980;N;0000144;0000000;0000000;01135;
14;46;019;5713304YJ1451S;0003;0002;0003;;1;01;01;V;;0000;1980;N;0000110;0000000;0000000;01126;
14;46;019;5713303YJ1451S;0001;;0001;;C;OM;UN;V;;0000;1982;N;0000044;0000000;0000000;01125;AL3
14;46;019;5713303YJ1451S;0002;0001;0002;;1;00;01;AAL;;0000;1982;N;0000168;0000000;0000000;01135;
14;46;019;5713303YJ1451S;0003;0002;0003;;1;01;01;V;;0000;1982;N;0000153;0000000;0000000;01125;
14;46;019;5713303YJ1451S;0004;0002;0004;;1;01;01;AAL;;0000;1982;N;0000008;0000000;0000000;01135;
14;46;019;5713302YJ1451S;0001;;0001;;C;OM;UN;V;;0000;1976;N;0000301;0000000;0000000;01126;AL3
14;46;019;5713302YJ1451S;0002;0001;0002;;1;00;01;AAL;;0000;1976;N;0000092;0000000;0000000;01136;
14;46;019;5713302YJ1451S;0004;0002;0002;;1;00;BJ;AAL;;0000;1976;N;0000021;0000000;0000000;01136;
14;46;019;5713302YJ1451S;0011;0009;0002;;1;00;01;AAL;;0000;1976;N;0000092;0000000;0000000;01136;
14;46;019;5713302YJ1451S;0012;0010;0002;;1;00;02;AAL;;0000;1976;N;0000092;0000000;0000000;01136;
14;46;019;5713302YJ1451S;0019;0017;0002;;1;00;01;AAL;;0000;1976;N;0000097;0000000;0000000;01136;
14;46;019;5713302YJ1451S;0020;0018;0002;;1;00;02;AAL;;0000;1976;N;0000094;0000000;0000000;01136;
14;46;019;5713302YJ1451S;0027;0025;0002;;1;00;01;AAL;;0000;1976;N;0000119;0000000;0000000;01136;
14;46;019;5713302YJ1451S;0028;0026;0002;;1;00;02;AAL;;0000;1976;N;0000111;0000000;0000000;01136;
14;46;019;5713302YJ1451S;0003;0002;0003;;1;00;02;C;;0000;1976;N;0000071;0000000;0000000;04116;
14;46;019;5713302YJ1451S;0005;0003;0004;;1;01;01;V;;0000;1976;N;0000086;0000000;0000000;01126;
14;46;019;5713302YJ1451S;0006;0004;0004;;1;01;02;V;;0000;1976;N;0000086;0000000;0000000;01126;
14;46;019;5713302YJ1451S;0007;0005;0004;;1;02;03;V;;0000;1976;N;0000086;0000000;0000000;01126;
14;46;019;5713302YJ1451S;0008;0006;0004;;1;02;04;V;;0000;1976;N;0000086;0000000;0000000;01126;
14;46;019;5713302YJ1451S;0009;0007;0004;;1;03;05;V;;0000;1976;N;0000086;0000000;0000000;01126;
14;46;019;5713302YJ1451S;0010;0008;0004;;1;03;06;V;;0000;1976;N;0000086;0000000;0000000;01126;
14;46;019;5713302YJ1451S;0013;0011;0004;;1;01;01;V;;0000;1976;N;0000086;0000000;0000000;01126;
14;46;019;5713302YJ1451S;0014;0012;0004;;1;01;02;V;;0000;1976;N;0000086;0000000;0000000;01126;
14;46;019;5713302YJ1451S;0015;0013;0004;;1;02;03;V;;0000;1976;N;0000086;0000000;0000000;01126;
14;46;019;5713302YJ1451S;0016;0014;0004;;1;02;04;V;;0000;1976;N;0000086;0000000;0000000;01126;
14;46;019;5713302YJ1451S;0017;0015;0004;;1;03;05;V;;0000;1976;N;0000086;0000000;0000000;01126;
14;46;019;5713302YJ1451S;0018;0016;0004;;1;03;06;V;;0000;1976;N;0000086;0000000;0000000;01126;
14;46;019;5713302YJ1451S;0021;0019;0004;;1;01;01;V;;0000;1976;N;0000086;0000000;0000000;01126;
14;46;019;5713302YJ1451S;0022;0020;0004;;1;01;02;V;;0000;1976;N;0000086;0000000;0000000;01126;
14;46;019;5713302YJ1451S;0023;0021;0004;;1;02;03;V;;0000;1976;N;0000086;0000000;0000000;01126;
14;46;019;5713302YJ1451S;0024;0022;0004;;1;02;04;V;;0000;1976;N;0000086;0000000;0000000;01126;
14;46;019;5713302YJ1451S;0025;0023;0004;;1;03;05;V;;0000;1976;N;0000086;0000000;0000000;01126;
14;46;019;5713302YJ1451S;0026;0024;0004;;1;03;06;V;;0000;1976;N;0000086;0000000;0000000;01126;
14;46;019;5713302YJ1451S;0029;0027;0004;;1;01;01;V;;0000;1976;N;0000096;0000000;0000000;01126;
14;46;019;5713302YJ1451S;0030;0028;0004;;1;01;02;V;;0000;1976;N;0000096;0000000;0000000;01126;
14;46;019;5713302YJ1451S;0031;0029;0004;;1;02;03;V;;0000;1976;N;0000096;0000000;0000000;01126;
14;46;019;5713302YJ1451S;0032;0030;0004;;1;02;04;V;;0000;1976;N;0000096;0000000;0000000;01126;
14;46;019;5713302YJ1451S;0033;0031;0004;;1;03;05;V;;0000;1976;N;0000096;0000000;0000000;01126;
14;46;019;5713302YJ1451S;0034;0032;0004;;1;03;06;V;;0000;1976;N;0000096;0000000;0000000;01126;
14;46;019;5620419YJ1452S;0001;0001;0001;;1;00;01;C;;0000;1980;N;0000077;0000000;0000000;04115;
14;46;019;5620419YJ1452S;0002;0001;0002;;1;00;BJ;I;;0000;1980;N;0000322;0000000;0000000;02115;
14;46;019;5620419YJ1452S;0003;0001;0002;;1;00;BJ;AAL;;0000;1980;N;0000038;0000000;0000000;02135;
14;46;019;5620419YJ1452S;0004;0001;0003;;1;00;BJ;O99;;0000;1980;N;0000030;0000000;0000000;03225;
14;46;019;5620414YJ1452S;0001;0001;0001;;1;00;01;Y;;0000;1980;N;0000135;0000000;0000000;07225;
14;46;019;5620414YJ1452S;0002;0001;0002;;1;00;BJ;AAL;;0000;1980;N;0000080;0000000;0000000;02135;
14;46;019;5620413YJ1452S;0001;0001;0001;;1;00;01;AAL;;0000;1980;N;0000164;0000000;0000000;02135;
14;46;019;5620401YJ1452S;0001;0001;0001;;1;00;01;C;;0000;2000;N;0001169;0000000;0000000;04324;
14;46;019;5620401YJ1452S;0002;0001;0002;;1;00;02;O99;;0000;2000;N;0000058;0000000;0000000;03224;
14;46;019;5620401YJ1452S;0003;0001;0003;;1;00;03;AAP;;0000;2000;N;0001218;0000000;0000000;01234;
14;46;019;5619512YJ1451N;0001;0001;0001;;1;00;01;C;;0000;1956;N;0000063;0000000;0000000;04116;
14;46;019;5619512YJ1451N;0002;0001;0002;;1;00;BJ;AAL;;0000;1956;N;0000364;0000000;0000000;02136;
14;46;019;5619512YJ1451N;0003;0001;0003;;1;00;BJ;O99;;0000;1956;N;0000014;0000000;0000000;03126;
14;46;019;5619504YJ1451N;0001;;0001;;C;OM;UN;V;;0000;1970;N;0000029;0000000;0000000;01225;AL3
14;46;019;5619504YJ1451N;0002;0001;0002;;1;00;01;AAL;;0000;1970;N;0000124;0000000;0000000;01134;
14;46;019;5619504YJ1451N;0003;0002;0003;;1;01;01;V;;0000;1970;N;0000132;0000000;0000000;01225;
14;46;019;5619504YJ1451N;0004;0002;0003;;1;00;BJ;V;;0000;1970;N;0000015;0000000;0000000;01225;
14;46;019;5619504YJ1451N;0005;0003;0004;;1;00;02;AAL;;0000;1970;N;0000093;0000000;0000000;01134;
14;46;019;5619504YJ1451N;0007;0004;0004;;1;00;03;AAL;;0000;1970;N;0000160;0000000;0000000;01134;
14;46;019;5619504YJ1451N;0006;0003;0005;;1;00;BJ;AAL;;0000;1970;N;0000013;0000000;0000000;01134;
14;46;019;5619503YJ1451N;0001;0001;0001;;1;00;01;AAL;;0000;1970;N;0000201;0000000;0000000;01235;
14;46;019;5619503YJ1451N;0002;0002;0002;;1;01;01;V;;0000;1970;N;0000205;0000000;0000000;01225;
14;46;019;5619503YJ1451N;0003;0002;0002;;1;00;BJ;V;;0000;1970;N;0000016;0000000;0000000;01225;
14;46;019;5917505YJ1451H;0001;0001;0001;;1;00;01;AAL;;0000;2001;N;0000107;0000000;0000000;01134;
14;46;019;5917505YJ1451H;0002;0002;0002;;1;01;01;V;;0000;2001;N;0000108;0000000;0000000;01124;
14;46;019;5917505YJ1451H;0003;0003;0002;;1;02;01;V;;0000;2001;N;0000108;0000000;0000000;01124;
14;46;019;5917505YJ1451H;0004;;0002;;C;OM;UN;V;;0000;2001;N;0000052;0000000;0000000;01124;TC2
14;46;019;5916805YJ1451N;0001;0001;0001;;1;00;01;AAL;;0000;1983;N;0000155;0000000;0000000;02135;
14;46;019;5819807YJ1451N;0001;0001;0001;;1;00;01;C;;0000;1987;N;0000049;0000000;0000000;04114;
14;46;019;5819807YJ1451N;0002;0001;0002;;1;00;BJ;AAL;;0000;1987;N;0000201;0000000;0000000;02134;
14;46;019;5818916YJ1451H;0001;0001;0001;;;00;01;V;;0000;1990;N;0000008;0000000;0000000;01224;
14;46;019;5818916YJ1451H;0004;0001;0001;;;01;01;V;;0000;1990;N;0000061;0000000;0000000;01224;
14;46;019;5818916YJ1451H;0005;0001;0001;;;02;02;V;;0000;1990;N;0000054;0000000;0000000;01224;
14;46;019;5818916YJ1451H;0002;0001;0002;;;00;BJ;AAL;;0000;1990;N;0000008;0000000;0000000;01234;
14;46;019;5818916YJ1451H;0003;0001;0002;;;00;BJ;AAP;;0000;1990;N;0000047;0000000;0000000;01234;
14;46;019;5818915YJ1451H;0001;0001;0001;;;00;01;V;;0000;1990;N;0000008;0000000;0000000;01224;
14;46;019;5818915YJ1451H;0004;0001;0001;;;01;01;V;;0000;1990;N;0000061;0000000;0000000;01224;
14;46;019;5818915YJ1451H;0005;0001;0001;;;02;02;V;;0000;1990;N;0000057;0000000;0000000;01224;
14;46;019;5818915YJ1451H;0002;0001;0002;;;00;BJ;AAP;;0000;1990;N;0000045;0000000;0000000;01234;
14;46;019;5818915YJ1451H;0003;0001;0002;;;00;BJ;AAL;;0000;1990;N;0000008;0000000;0000000;01234;
14;46;019;5818914YJ1451H;0001;0001;0001;;;00;01;V;;0000;1990;N;0000008;0000000;0000000;01224;
14;46;019;5818914YJ1451H;0004;0001;0001;;;01;01;V;;0000;1990;N;0000061;0000000;0000000;01224;
14;46;019;5818914YJ1451H;0005;0001;0001;;;02;02;V;;0000;1990;N;0000057;0000000;0000000;01224;
14;46;019;5818914YJ1451H;0002;0001;0002;;;00;BJ;AAP;;0000;1990;N;0000045;0000000;0000000;01234;
14;46;019;5818914YJ1451H;0003;0001;0002;;;00;BJ;AAL;;0000;1990;N;0000008;0000000;0000000;01234;
14;46;019;5818913YJ1451H;0001;0001;0001;;;00;01;V;;0000;1990;N;0000008;0000000;0000000;01224;
14;46;019;5818913YJ1451H;0004;0001;0001;;;01;01;V;;0000;1990;N;0000061;0000000;0000000;01224;
14;46;019;5818913YJ1451H;0005;0001;0001;;;02;02;V;;0000;1990;N;0000057;0000000;0000000;01224;
14;46;019;5818913YJ1451H;0002;0001;0002;;;00;BJ;AAP;;0000;1990;N;0000045;0000000;0000000;01234;
14;46;019;5818913YJ1451H;0003;0001;0002;;;00;BJ;AAL;;0000;1990;N;0000008;0000000;0000000;01234;
14;46;019;5818906YJ1451N;0001;0001;0001;;1;01;01;V;;0000;1982;N;0000114;0000000;0000000;01225;
14;46;019;5818906YJ1451N;0002;0001;0001;;1;02;02;V;;0000;1982;N;0000008;0000000;0000000;01225;
14;46;019;5818906YJ1451N;0003;0001;0001;;1;00;BJ;V;;0000;1982;N;0000016;0000000;0000000;01225;
14;46;019;5818906YJ1451N;0004;0001;0002;;1;00;BJ;AAL;;0000;1982;N;0000110;0000000;0000000;01235;
14;46;019;5818904YJ1451H;0001;0001;0001;;;00;01;V;;0000;1990;N;0000016;0000000;0000000;01224;
14;46;019;5818904YJ1451H;0004;0001;0001;;;01;01;V;;0000;1990;N;0000070;0000000;0000000;01224;
14;46;019;5818904YJ1451H;0005;0001;0001;;;02;02;V;;0000;1990;N;0000056;0000000;0000000;01224;
14;46;019;5818904YJ1451H;0002;0001;0002;;;00;BJ;AAL;;0000;1990;N;0000010;0000000;0000000;01234;
14;46;019;5818904YJ1451H;0003;0001;0002;;;00;BJ;AAP;;0000;1990;N;0000040;0000000;0000000;01234;
14;46;019;5817717YJ1451N;0001;0001;0001;;1;00;01;AAL;;0000;1929;N;0000730;0000000;0000000;02126;
14;46;019;5817717YJ1451N;0002;0001;0001;;1;01;01;AAL;;0000;1929;N;0000278;0000000;0000000;02136;
14;46;019;5817714YJ1451N;0001;0001;0001;;1;00;01;AAL;;0000;1982;N;0000158;0000000;0000000;02135;
14;46;019;5817713YJ1451N;0001;0001;0001;;1;01;01;V;;0000;1982;N;0000134;0000000;0000000;01126;
14;46;019;5817713YJ1451N;0002;0001;0001;;1;00;BJ;V;;0000;1982;N;0000016;0000000;0000000;01126;
14;46;019;5817713YJ1451N;0003;0001;0001;;1;02;02;V;;0000;1982;N;0000020;0000000;0000000;01126;
14;46;019;5817713YJ1451N;0004;0001;0002;;1;00;BJ;AAL;;0000;1982;N;0000142;0000000;0000000;01135;
14;46;019;5817711YJ1451N;0001;0001;0001;;1;00;01;AAL;;0000;1981;N;0000148;0000000;0000000;02135;
14;46;019;5817710YJ1451N;0001;0001;0001;;1;01;01;V;;0000;1981;N;0000145;0000000;0000000;01225;
14;46;019;5817710YJ1451N;0002;0001;0001;;1;02;02;V;;0000;1981;N;0000013;0000000;0000000;01225;
14;46;019;5817710YJ1451N;0003;0001;0001;;1;00;BJ;V;;0000;1981;N;0000025;0000000;0000000;01225;
14;46;019;5817710YJ1451N;0004;0001;0002;;1;00;BJ;AAL;;0000;1981;N;0000125;0000000;0000000;01235;
14;46;019;5817707YJ1451N;0001;0001;0001;;1;01;01;V;;0000;1982;N;0000156;0000000;0000000;01225;
14;46;019;5817707YJ1451N;0002;0001;0001;;1;00;BJ;V;;0000;1982;N;0000006;0000000;0000000;01225;
14;46;019;5817707YJ1451N;0003;0001;0002;;1;00;BJ;I;;0000;1982;N;0000150;0000000;0000000;02115;
14;46;019;5817707YJ1451N;0004;0001;0002;;1;00;BJ;AAL;;0000;1982;N;0000071;0000000;0000000;01235;
14;46;019;5817706YJ1451N;0001;0001;0001;;1;00;01;V;;0000;1980;N;0000078;0000000;0000000;01225;
14;46;019;5817706YJ1451N;0003;0001;0001;;1;01;01;V;;0000;1980;N;0000010;0000000;0000000;01225;
14;46;019;5817706YJ1451N;0002;0001;0002;;1;00;BJ;AAP;;0000;1980;N;0000028;0000000;0000000;01235;
14;46;019;5817706YJ1451N;0004;0001;0002;;1;01;01;AAL;;0000;1980;N;0000018;0000000;0000000;01235;
14;46;019;5817705YJ1451N;0001;0001;0001;;1;00;01;V;;0000;1973;N;0000100;0000000;0000000;01225;
14;46;019;5817704YJ1451N;0001;0001;0001;;1;00;01;V;;0000;1972;N;0000083;0000000;0000000;01225;
14;46;019;5817704YJ1451N;0002;0001;0002;;1;00;BJ;AAL;;0000;1972;N;0000016;0000000;0000000;01235;
14;46;019;5817704YJ1451N;0003;0001;0002;;1;01;01;AAL;;0000;1972;N;0000024;0000000;0000000;01235;
14;46;019;5817702YJ1451N;0001;0001;0001;;1;01;01;V;;0000;1972;N;0000092;0000000;0000000;01225;
14;46;019;5817702YJ1451N;0002;0001;0001;;1;00;BJ;V;;0000;1972;N;0000007;0000000;0000000;01225;
14;46;019;5817702YJ1451N;0003;0001;0002;;1;00;BJ;AAL;;0000;1972;N;0000089;0000000;0000000;01235;
14;46;019;5817701YJ1451N;0001;0001;0001;;1;01;01;V;;0000;1972;N;0000089;0000000;0000000;01225;
14;46;019;5817701YJ1451N;0003;0001;0001;;1;00;BJ;V;;0000;1972;N;0000007;0000000;0000000;01225;
14;46;019;5817701YJ1451N;0002;0001;0002;;1;00;BJ;AAL;;0000;1972;N;0000080;0000000;0000000;01235;
14;46;019;5817421YJ1451N;0001;0001;0001;;1;00;01;V;;0000;1989;N;0000172;0000000;0000000;01224;
